input_text	prefix	target_text
PersonX accepts into college	oEffect	         none 
PersonX accepts into college	xAttr	  smart        
PersonX accepts into college	oWant	       none   
PersonX accepts into college	xWant	      to go off to school    
PersonX accepts into college	xIntent	 to going college         
PersonX accepts into college	xReact	    very happy      
PersonX accepts one 's ___	oEffect	         none 
PersonX accepts one 's ___	xReact	    happy      
PersonX accepts one 's ___	oReact	     none     
PersonX accepts one 's ___	oWant	       none   
PersonX accepts one 's ___	xAttr	  accepting        
PersonX accepts the challenge	xReact	    determined      
PersonX accepts the challenge	oEffect	         none 
PersonX accepts the challenge	xIntent	 to prove they are the best         
PersonX accepts the challenge	xAttr	  brave        
PersonX accepts the challenge	oWant	       none   
PersonX accepts the dare	oWant	       none   
PersonX accepts the dare	xNeed	   to be challenged       
PersonX accepts the dare	oReact	     none     
PersonX accepts the dare	xIntent	 to prove they are not afraid         
PersonX accepts the dare	xReact	    brave      
PersonX accepts the fact	oWant	       none   
PersonX accepts the fact	oReact	     none     
PersonX accepts the fact	xIntent	 to be agreeable         
PersonX accepts the fact	xAttr	  resigned        
PersonX accepts the fact	oEffect	         none 
PersonX accepts without question	oEffect	         none 
PersonX accepts without question	xIntent	 to be generous         
PersonX accepts without question	xAttr	  naive        
PersonX accepts without question	oWant	       none   
PersonX accepts without question	xNeed	   none       
PersonX accepts without question	xWant	      to be done    
PersonX accidentally broke ___	xIntent	 none         
PersonX accidentally broke ___	oReact	     none     
PersonX accidentally broke ___	xAttr	  clumsy        
PersonX accidentally broke ___	oEffect	         none 
PersonX accidentally broke ___	xNeed	   none       
PersonX accidentally broke ___	oWant	       none   
PersonX accidentally bumped	xAttr	  clumsy        
PersonX accidentally bumped	xNeed	   none       
PersonX accidentally bumped	oWant	       none   
PersonX accidentally bumped	xIntent	 none         
PersonX accidentally bumped	oEffect	         none 
PersonX accidentally burned	oReact	     none     
PersonX accidentally burned	xNeed	   none       
PersonX accidentally burned	oWant	       none   
PersonX accidentally burned	oEffect	         none 
PersonX accidentally burned	xIntent	 none         
PersonX accidentally burned ___	oReact	     none     
PersonX accidentally burned ___	xAttr	  clumsy        
PersonX accidentally burned ___	xNeed	   none       
PersonX accidentally burned ___	oEffect	         none 
PersonX accidentally burned ___	xIntent	 none         
PersonX accidentally cut	xWant	      to get a bandage    
PersonX accidentally cut	xIntent	 none         
PersonX accidentally cut	xEffect	        bleeds  
PersonX accidentally cut	oEffect	         none 
PersonX accidentally cut	oReact	     none     
PersonX accidentally cut	oWant	       none   
PersonX accidentally cut	xNeed	   none       
PersonX accidentally cut ___	xAttr	  clumsy        
PersonX accidentally cut ___	xReact	    sad      
PersonX accidentally cut ___	xNeed	   none       
PersonX accidentally cut ___	oReact	     none     
PersonX accidentally cut ___	xIntent	 none         
PersonX accidentally cut ___	oEffect	         none 
PersonX accidentally cut ___	oWant	       none   
PersonX accidentally dropped	xIntent	 none         
PersonX accidentally dropped	oReact	     none     
PersonX accidentally dropped	oEffect	         none 
PersonX accidentally dropped	xEffect	        PersonX breaks the glass  
PersonX accidentally dropped	xAttr	  clumsy        
PersonX accidentally dropped	oWant	       none   
PersonX accidentally dropped	xNeed	   none       
PersonX accidentally dropped ___	xAttr	  clumsy        
PersonX accidentally dropped ___	xWant	      to pick it up    
PersonX accidentally dropped ___	xNeed	   none       
PersonX accidentally dropped ___	oEffect	         none 
PersonX accidentally dropped ___	oReact	     none     
PersonX accidentally dropped ___	xIntent	 none         
PersonX accidentally dropped ___	oWant	       none   
PersonX accidentally dropped ___ on the ground	oReact	     none     
PersonX accidentally dropped ___ on the ground	xWant	      to pick it up    
PersonX accidentally dropped ___ on the ground	oWant	       none   
PersonX accidentally dropped ___ on the ground	xNeed	   none       
PersonX accidentally dropped ___ on the ground	xIntent	 none         
PersonX accidentally dropped ___ on the ground	xAttr	  clumsy        
PersonX accidentally dropped ___ on the ground	oEffect	         none 
PersonX accidentally dropped ___ on the ground	xReact	    sad      
PersonX accidentally dropped it	oEffect	         none 
PersonX accidentally dropped it	xReact	    embarrassed      
PersonX accidentally dropped it	xIntent	 none         
PersonX accidentally dropped it	oReact	     none     
PersonX accidentally dropped it	xNeed	   none       
PersonX accidentally dropped it	oWant	       none   
PersonX accidentally dropped it	xWant	      to pick it up    
PersonX accidentally dropped it	xAttr	  clumsy        
PersonX accidentally fell	oEffect	         none 
PersonX accidentally fell	xEffect	        PersonX breaks a hip  
PersonX accidentally fell	oWant	       none   
PersonX accidentally fell	xWant	      to get back up    
PersonX accidentally fell	xNeed	   none       
PersonX accidentally fell	xAttr	  clumsy        
PersonX accidentally fell	xIntent	 none         
PersonX accidentally fell	oReact	     none     
PersonX accidentally fell	xReact	    embarrassed      
PersonX accidentally got	xNeed	   none       
PersonX accidentally got	xAttr	  clumsy        
PersonX accidentally got	xEffect	        none  
PersonX accidentally got	oEffect	         none 
PersonX accidentally got	oWant	       none   
PersonX accidentally got	xIntent	 none         
PersonX accidentally got	oReact	     none     
PersonX accidentally got ___	xNeed	   none       
PersonX accidentally got ___	oWant	       none   
PersonX accidentally got ___	oEffect	         none 
PersonX accidentally got ___	xWant	      to fix the mistake    
PersonX accidentally got ___	xIntent	 none         
PersonX accidentally got ___	oReact	     none     
PersonX accidentally got ___	xAttr	  clumsy        
PersonX accidentally hit	xAttr	  clumsy        
PersonX accidentally hit	oEffect	         none 
PersonX accidentally hit	oWant	       none   
PersonX accidentally hit	xNeed	   none       
PersonX accidentally hit	xIntent	 none         
PersonX accidentally hit ___	xNeed	   none       
PersonX accidentally hit ___	oWant	       none   
PersonX accidentally hit ___	oEffect	         none 
PersonX accidentally hit ___	xIntent	 none         
PersonX accidentally hit ___	xAttr	  clumsy        
PersonX accidentally knocked	oWant	       none   
PersonX accidentally knocked	xAttr	  clumsy        
PersonX accidentally knocked	xIntent	 none         
PersonX accidentally knocked	oEffect	         none 
PersonX accidentally knocked	oReact	     none     
PersonX accidentally knocked ___	xReact	    embarrassed      
PersonX accidentally knocked ___	oEffect	         none 
PersonX accidentally knocked ___	oWant	       none   
PersonX accidentally knocked ___	xIntent	 none         
PersonX accidentally knocked ___	xWant	      to pick something up    
PersonX accidentally knocked ___	oReact	     none     
PersonX accidentally knocked ___	xAttr	  clumsy        
PersonX accidentally knocked ___	xNeed	   none       
PersonX accidentally knocked over	xIntent	 none         
PersonX accidentally knocked over	oReact	     none     
PersonX accidentally knocked over	xReact	    embarrassed      
PersonX accidentally knocked over	oEffect	         none 
PersonX accidentally knocked over	xAttr	  clumsy        
PersonX accidentally left	oWant	       none   
PersonX accidentally left	xWant	      to go back    
PersonX accidentally left	xNeed	   none       
PersonX accidentally left	xIntent	 none         
PersonX accidentally left	xAttr	  clumsy        
PersonX accidentally left	oEffect	         none 
PersonX accidentally left	oReact	     none     
PersonX accidentally left ___	oReact	     none     
PersonX accidentally left ___	xIntent	 none         
PersonX accidentally left ___	xReact	    upset      
PersonX accidentally left ___	oEffect	         none 
PersonX accidentally left ___	oWant	       none   
PersonX accidentally left ___	xWant	      to go back    
PersonX accidentally left ___	xNeed	   none       
PersonX accidentally put	xEffect	        none  
PersonX accidentally put	oEffect	         none 
PersonX accidentally put	xIntent	 none         
PersonX accidentally put	oReact	     none     
PersonX accidentally put	xNeed	   none       
PersonX accidentally put	oWant	       none   
PersonX accidentally put	xAttr	  careless        
PersonX accidentally put	xWant	      to fix the error    
PersonX accidentally put ___	xIntent	 none         
PersonX accidentally put ___	oReact	     none     
PersonX accidentally put ___	oEffect	         none 
PersonX accidentally put ___	xNeed	   none       
PersonX accidentally put ___	oWant	       none   
PersonX accidentally put ___	xAttr	  clumsy        
PersonX accidentally shot	xNeed	   none       
PersonX accidentally shot	oWant	       none   
PersonX accidentally shot	xAttr	  clumsy        
PersonX accidentally shot	oReact	     none     
PersonX accidentally shot	oEffect	         none 
PersonX accidentally shot	xIntent	 none         
PersonX accidentally spilled	xAttr	  clumsy        
PersonX accidentally spilled	xReact	    embarrassed      
PersonX accidentally spilled	xWant	      to clean up the mess    
PersonX accidentally spilled	oEffect	         none 
PersonX accidentally spilled	oReact	     none     
PersonX accidentally spilled	xIntent	 none         
PersonX accidentally spilled	oWant	       none   
PersonX accidentally spilled	xNeed	   none       
PersonX accidentally spilled ___	xWant	      to clean it up    
PersonX accidentally spilled ___	oReact	     none     
PersonX accidentally spilled ___	xIntent	 none         
PersonX accidentally spilled ___	xReact	    embarrassed      
PersonX accidentally spilled ___	oEffect	         none 
PersonX accidentally spilled ___	xNeed	   none       
PersonX accidentally spilled ___	oWant	       none   
PersonX accidentally spilled ___	xAttr	  clumsy        
PersonX accidentally stepped	xAttr	  clumsy        
PersonX accidentally stepped	xNeed	   none       
PersonX accidentally stepped	oWant	       none   
PersonX accidentally stepped	oReact	     none     
PersonX accidentally stepped	oEffect	         none 
PersonX accidentally stepped	xIntent	 none         
PersonX accidentally stepped	xEffect	        trips  
PersonX accidentally threw ___	oReact	     none     
PersonX accidentally threw ___	xIntent	 none         
PersonX accidentally threw ___	xNeed	   none       
PersonX accidentally threw ___	oWant	       none   
PersonX accidentally threw ___	xReact	    embarrassed      
PersonX accidentally threw ___	xAttr	  clumsy        
PersonX accidentally threw ___	xWant	      to pick it back up    
PersonX accidentally tripped	oEffect	         none 
PersonX accidentally tripped	xReact	    embarrassed      
PersonX accidentally tripped	xIntent	 none         
PersonX accidentally tripped	oReact	     none     
PersonX accidentally tripped	oWant	       none   
PersonX accidentally tripped	xNeed	   none       
PersonX accidentally tripped	xAttr	  clumsy        
PersonX accidentally tripped	xWant	      to get back up    
PersonX accidently left	oReact	     none     
PersonX accidently left	xIntent	 none         
PersonX accidently left	oEffect	         none 
PersonX accidently left	xAttr	  clumsy        
PersonX accidently left	oWant	       none   
PersonX accidently left	xNeed	   none       
PersonX accidently left	xEffect	        none  
PersonX accompanies PersonY far	xReact	    happy      
PersonX accompanies PersonY far	xNeed	   to walk with PersonY       
PersonX accompanies PersonY far	xAttr	  helpful        
PersonX accompanies by PersonX's wife	xReact	    happy      
PersonX accompanies by PersonX's wife	oReact	     happy     
PersonX accompanies by PersonX's wife	xIntent	 to go somewhere         
PersonX accompanies by PersonX's wife	xAttr	  caring        
PersonX accompanies by PersonY's wife	xReact	    happy      
PersonX accompanies by PersonY's wife	oReact	     happy     
PersonX accompanies by PersonY's wife	xNeed	   to go to person Y's house       
PersonX accompanies by PersonY's wife	xAttr	  kind        
PersonX accomplishes PersonX's goal	xAttr	  determined        
PersonX accomplishes PersonX's goal	oEffect	         none 
PersonX accomplishes PersonX's goal	xEffect	        PersonX smiles  
PersonX accomplishes PersonX's goal	xReact	    happy      
PersonX accomplishes PersonX's goal	oReact	     none     
PersonX accomplishes PersonX's goal	oWant	       none   
PersonX accomplishes PersonX's goal	xWant	      to celebrate    
PersonX accomplishes PersonX's goal	xNeed	   to work       
PersonX accomplishes PersonX's goals	xAttr	  determined        
PersonX accomplishes PersonX's goals	xNeed	   to work hard towards their goals       
PersonX accomplishes PersonX's goals	xWant	      to celebrate    
PersonX accomplishes PersonX's goals	oEffect	         none 
PersonX accomplishes PersonX's goals	xReact	    happy      
PersonX accomplishes PersonX's goals	oReact	     none     
PersonX accomplishes PersonX's goals	xIntent	 to be successful         
PersonX accomplishes PersonX's goals	oWant	       none   
PersonX accomplishes PersonX's mission	xReact	    proud      
PersonX accomplishes PersonX's mission	xAttr	  determined        
PersonX accomplishes PersonX's object	xWant	      celebrate    
PersonX accomplishes PersonX's object	xIntent	 to be done         
PersonX accomplishes PersonX's object	xReact	    happy      
PersonX accomplishes PersonX's objectives	xIntent	 to be content         
PersonX accomplishes PersonX's objectives	xNeed	   work hard       
PersonX accomplishes PersonX's purpose	xNeed	   to work hard       
PersonX accomplishes PersonX's purpose	xWant	      to celebrate    
PersonX accomplishes PersonX's purpose	xIntent	 to be successful         
PersonX accomplishes PersonX's purpose	xReact	    accomplished      
PersonX accomplishes PersonX's purposes	xWant	      to celebrate    
PersonX accomplishes PersonX's purposes	xReact	    accomplished      
PersonX accomplishes PersonX's purposes	xAttr	  successful        
PersonX accomplishes PersonX's purposes	xEffect	        PersonX is awarded  
PersonX accomplishes PersonX's purposes	xIntent	 to be satisfied         
PersonX accomplishes PersonX's task	xReact	    accomplished      
PersonX accomplishes PersonX's task	xNeed	   to work hard       
PersonX accomplishes PersonX's work	xIntent	 to be successful         
PersonX accomplishes PersonX's work	xAttr	  hardworking        
PersonX accomplishes PersonY's objectives	oWant	       to chide PersonX   
PersonX accomplishes PersonY's work	oWant	       to thank PersonX   
PersonX accomplishes PersonY's work	xAttr	  helpful        
PersonX accomplishes the ___ at hand	xNeed	   to work hard       
PersonX accomplishes the ___ at hand	xAttr	  hardworking        
PersonX accomplishes the ___ in view	xWant	      set new goals    
PersonX accomplishes the ___ in view	xNeed	   to work hard       
PersonX accomplishes the ___ in view	xReact	    accomplished      
PersonX accuses PersonY of cheating	oReact	     angry     
PersonX accuses PersonY of cheating	xReact	    angry      
PersonX accuses PersonY of cheating	oWant	       to apologize   
PersonX accuses PersonY of cheating	xAttr	  angry        
PersonX accuses ___ of cheating	oWant	       to be forgiven   
PersonX accuses ___ of cheating	xNeed	   to be in a relationship       
PersonX accuses ___ of cheating	xReact	    angry      
PersonX accuses ___ of cheating	oReact	     angry     
PersonX accuses ___ of cheating	xEffect	        Gets yelled at  
PersonX accuses ___ of cheating	xAttr	  angry        
PersonX aces PersonX's exam	xReact	    proud      
PersonX aces PersonX's exam	xWant	      to celebrate    
PersonX aces PersonX's exam	xNeed	   to study       
PersonX aces PersonX's exam	xAttr	  proud        
PersonX aces PersonX's interview	xReact	    proud      
PersonX aces the exam	xEffect	        gets a great grade  
PersonX aces the exam	xNeed	   to study       
PersonX aces the test	xEffect	        gets a good job  
PersonX aces the test	xReact	    proud      
PersonX aces the test	xNeed	   to study hard       
PersonX achieves PersonX's aim	xNeed	   to work hard       
PersonX achieves PersonX's aim	xWant	      to make another goal    
PersonX achieves PersonX's aim	xIntent	 to be successful         
PersonX achieves PersonX's aims	xNeed	   to work hard to hit that goal       
PersonX achieves PersonX's aims	xWant	      to make new goals    
PersonX achieves PersonX's aims	xReact	    very happy      
PersonX achieves PersonX's ends	xNeed	   to work hard       
PersonX achieves PersonX's ends	xAttr	  determined        
PersonX achieves PersonX's goal	xReact	    happy      
PersonX achieves PersonX's goals	xNeed	   to work hard       
PersonX achieves PersonX's goals	xWant	      to set other goals    
PersonX achieves PersonX's goals	xAttr	  determined        
PersonX achieves PersonX's goals	xIntent	 to be successful         
PersonX achieves PersonX's goals	xReact	    happy      
PersonX achieves PersonX's objectives	xAttr	  successful        
PersonX achieves PersonX's objectives	xNeed	   to study hard       
PersonX achieves PersonX's objectives	xIntent	 to be acomplished         
PersonX achieves PersonX's potential	xAttr	  determined        
PersonX achieves PersonX's potential	xWant	      to celebrate    
PersonX achieves PersonX's potential	xNeed	   to work really hard       
PersonX achieves PersonX's potential	xReact	    proud      
PersonX achieves PersonX's potential	xIntent	 to be the best he can be         
PersonX achieves PersonY end	xReact	    happy      
PersonX achieves PersonY end	oWant	       to be worthy   
PersonX achieves PersonY end	xIntent	 to be alone         
PersonX achieves PersonY goal	oWant	       to be supported   
PersonX achieves PersonY goal	xReact	    very happy      
PersonX achieves PersonY understanding	xEffect	        PersonX imparts knowledge  
PersonX achieves ___ in life	xNeed	   work hard       
PersonX achieves ___ in life	xWant	      to  celebrate the victory    
PersonX achieves ___ in life	xAttr	  successful        
PersonX achieves ___ in life	xReact	    happy      
PersonX achieves one 's ___	xIntent	 to be fulfilled         
PersonX achieves one 's ___	xNeed	   to work hard       
PersonX achieves one 's ___	xReact	    happy      
PersonX achieves one 's ___	xWant	      to celebrate    
PersonX achieves one 's ___	xAttr	  determined        
PersonX achieves the organization 's ___	xAttr	  dedicated        
PersonX achieves the organization 's ___	xIntent	 to be a success         
PersonX achieves the organization 's ___	xWant	      to celebrate    
PersonX achieves the organization 's ___	xNeed	   to work hard       
PersonX achieves the organization 's ___	xReact	    proud      
PersonX acknowledges gratefully the ___	xEffect	        smiles  
PersonX acknowledges with gratitude the ___	xAttr	  thankful        
PersonX acknowledges with gratitude the ___	xIntent	 to be kind         
PersonX acknowledges with gratitude the ___	xReact	    happy      
PersonX acknowledges with thanks the ___	xWant	      to be proud    
PersonX acknowledges with thanks the ___	xReact	    happy      
PersonX acknowledges with thanks the ___	xAttr	  grateful        
PersonX acquires PersonY interest	xAttr	  curious        
PersonX acquires PersonY interest	xReact	    excited      
PersonX acquires PersonY knowledge	xAttr	  curious        
PersonX acquires PersonY knowledge	xIntent	 to be smarter         
PersonX acquires PersonY knowledge	xNeed	   to talk to PersonY       
PersonX acquires PersonY knowledge	oWant	       to teach PersonX   
PersonX activates a shadow over everyone	oReact	     scared     
PersonX activates a shadow over everyone	xAttr	  controlling        
PersonX activates a shadow over everyone	oWant	       To be free   
PersonX acts PersonX's age	xIntent	 to be mature         
PersonX acts PersonX's age	xReact	    mature      
PersonX acts PersonX's age	xAttr	  mature        
PersonX acts as PersonY agent	xAttr	  helpful        
PersonX acts as PersonY agent	xWant	      to earn money    
PersonX acts as PersonY agent	xIntent	 to be act         
PersonX acts as PersonY agent	oReact	     happy     
PersonX acts as PersonY intermediary	xNeed	   to know PersonY       
PersonX acts funny	xWant	      to laugh    
PersonX acts funny	xReact	    silly      
PersonX acts funny	xIntent	 to be funny         
PersonX acts in PersonY capacity	xNeed	   to understand PersonY       
PersonX acts in PersonY capacity	oWant	       to find PersonX   
PersonX acts like PersonY	xIntent	 to be like person         
PersonX acts like a PersonY	xAttr	  imitative        
PersonX acts like a man	xAttr	  masculine        
PersonX acts like men	xWant	      to be a woman    
PersonX acts like men	xAttr	  masculine        
PersonX acts like men	xReact	    like a man      
PersonX acts on PersonX's behalf	xWant	      to be thanked    
PersonX acts on PersonX's behalf	oReact	     grateful     
PersonX acts on PersonX's behalf	xReact	    proud      
PersonX acts on PersonY's behalf	xAttr	  caring        
PersonX acts on PersonY's behalf	xIntent	 to help a friend         
PersonX acts on PersonY's behalf	oReact	     grateful     
PersonX acts on PersonY's behalf	xReact	    good      
PersonX acts quickly	xAttr	  decisive        
PersonX acts quickly	xIntent	 to be first         
PersonX acts quickly	xReact	    excited      
PersonX acts strange	xReact	    odd      
PersonX acts strange	xAttr	  odd        
PersonX actually got	xWant	      to take care of it    
PersonX actually liked ___	xWant	      to try it again    
PersonX adapts the ___ to the needs	xAttr	  flexible        
PersonX adapts to PersonX's environment	xAttr	  flexible        
PersonX adapts to PersonX's environment	xReact	    comfortable      
PersonX adapts to PersonX's environment	xIntent	 to be comfortable         
PersonX adapts to PersonY's environment	xAttr	  accomodating        
PersonX addresses the ___ directly	xAttr	  direct        
PersonX addresses the ___ directly	xWant	      to be brave    
PersonX addresses the ___ directly	xIntent	 to be heard         
PersonX addresses women 's ___	xNeed	   to know things       
PersonX adds ___ to PersonX's collection	xReact	    happy      
PersonX adds ___ to PersonX's collection	xIntent	 to add to a collection         
PersonX adds ___ to injury	xNeed	   to be mean       
PersonX adds ___ to injury	xAttr	  mean        
PersonX adds ___ to the fire	xEffect	        is thrown out  
PersonX adds ___ to the fire	xReact	    happy      
PersonX adds ___ to the fire	xNeed	   to go to the fire       
PersonX adds ___ to the flame	xAttr	  mean        
PersonX adds ___ to the flames	xReact	    angry      
PersonX adds ___ to the list	xIntent	 to be thorough         
PersonX adds ___ to the list	xAttr	  organized        
PersonX adds ___ to the list	xWant	      to check it    
PersonX adds ___ to the list	xNeed	   have a list       
PersonX adds another ___	xNeed	   to buy something       
PersonX adds another ___	xReact	    happy      
PersonX adds butter	xWant	      to eat the food    
PersonX adds butter	xNeed	   to buy ingredients       
PersonX adds fuel to the fire	xEffect	        he gets burned  
PersonX adds fuel to the fire	oReact	     angry     
PersonX adds insult to injury	xAttr	  mean        
PersonX adds oil	xWant	      to cook something    
PersonX adds oil	xNeed	   to  buy oil       
PersonX adds salt	xReact	    satisfied      
PersonX adds salt	xWant	      to eat    
PersonX adds to PersonX's collection	xWant	      to view the collection    
PersonX adds to PersonX's knowledge	xNeed	   to read texts to learn something       
PersonX adds together the ___	xIntent	 to be prepared         
PersonX adjusts PersonX's ___ accordingly	xEffect	        PersonX adjusts PersonX's retirement plan accordingly  
PersonX adjusts PersonY's glasses	xIntent	 to be comfortable         
PersonX adjusts PersonY's glasses	xAttr	  helpful        
PersonX admires PersonY's work	xReact	    happy      
PersonX admires PersonY's work	xNeed	   to see PersonY's work       
PersonX admires PersonY's work	xWant	      to know more about PersonY    
PersonX admits PersonY was wrong	xIntent	 to be truthful         
PersonX adopts PersonY approach	xIntent	 to be like the other person         
PersonX adopts PersonY policy	xNeed	   to see PersonY       
PersonX adopts PersonY policy	xWant	      to follow the policy to a T!    
PersonX adopts PersonY policy	xIntent	 to be more successful         
PersonX adopts a baby	xIntent	 to become a parent         
PersonX adopts a baby	xAttr	  caring        
PersonX adopts a cat	xWant	      to take the cat home    
PersonX adopts a cat	xIntent	 to have a cat         
PersonX adopts a cat	xNeed	   to go to the pet shelter       
PersonX adopts a cat	xAttr	  caring        
PersonX adopts a cat	xReact	    happy      
PersonX adopts a child	xReact	    happy      
PersonX adopts a child	xAttr	  caring        
PersonX adopts a child	xIntent	 to be a parent         
PersonX adopts a dog	xWant	      to take the dog home    
PersonX adopts a dog	xNeed	   to go to the shelter       
PersonX adopts a dog	xAttr	  caring        
PersonX adopts a kitten	xAttr	  loving        
PersonX adopts a kitten	xReact	    happy      
PersonX adopts a kitten	xNeed	   to go to the vey       
PersonX adopts a little girl	xIntent	 to be a parent         
PersonX adopts a little girl	xReact	    happy      
PersonX adopts a new cat	xNeed	   to go to the pound       
PersonX adopts a new cat	xWant	      to bring the cat home    
PersonX adopts a new cat	xAttr	  caring        
PersonX adopts a new cat	xReact	    happy      
PersonX adopts a pet	xNeed	   to go to the shelter       
PersonX adopts a pet	xReact	    happy      
PersonX adopts a pet	xAttr	  caring        
PersonX adopts a puppy	xWant	      feed the puppy    
PersonX adopts a puppy	xReact	    happy      
PersonX adopts a puppy	xAttr	  loving        
PersonX adopts another ___	xIntent	 to be a happy         
PersonX adopts one	xAttr	  loving        
PersonX adopts one	xWant	      to take care    
PersonX adopts one	xReact	    happy      
PersonX adopts the cat	xWant	      to scritch the cat    
PersonX adopts the cat	xAttr	  caring        
PersonX adopts the cat	xReact	    happy      
PersonX adopts the dog	xAttr	  caring        
PersonX adopts the dog	xWant	      take the dog home    
PersonX adopts the dog	xNeed	   go to the animal shelter       
PersonX adopts the kitten	xAttr	  caring        
PersonX adopts the kitten	xReact	    happy      
PersonX adopts the kitten	xWant	      to take the kitten home    
PersonX adopts the puppy	xAttr	  loving        
PersonX adopts the puppy	xWant	      to bring the puppy home    
PersonX adopts the puppy	xNeed	   to go to a shelter       
PersonX adopts the puppy	xReact	    happy      
PersonX advances PersonX's interests	xReact	    proud      
PersonX advances toward PersonY	xAttr	  friendly        
PersonX advances toward PersonY	xEffect	        gets yelled at  
PersonX advances toward PersonY	xIntent	 to be close         
PersonX advances towards PersonY	oReact	     happy     
PersonX advances towards PersonY	xReact	    happy      
PersonX advances upon PersonY	oWant	       to get away   
PersonX advances upon PersonY	xAttr	  aggressive        
PersonX advises PersonY to go	xReact	    happy      
PersonX advises PersonY to take	xAttr	  helpful        
PersonX advises PersonY to take	xReact	    helpful      
PersonX advises PersonY to take	xIntent	 to be helpful         
PersonX advises the ___ on all matters	oWant	       to lesson to PersonX   
PersonX advises the ___ on all matters	xIntent	 to be influential         
PersonX advises the ___ on all matters	xAttr	  knowledgeable        
PersonX advises the ___ on matters	xAttr	  knowledgeable        
PersonX advises the ___ on matters	xIntent	 to be helpful         
PersonX advises the ___ on matters	xNeed	   to know what the people want       
PersonX advises the ___ on matters	oWant	       to listen   
PersonX affects PersonY's ability	xNeed	   to approach PersonY       
PersonX affects PersonY's ability	xAttr	  influential        
PersonX affects PersonY's health	xWant	      to make things better    
PersonX affects PersonY's life	oReact	     happy     
PersonX affects PersonY's life	oWant	       to be successful   
PersonX affects PersonY's lives	xAttr	  influential        
PersonX affects ___ adversely	xWant	      to make things good again    
PersonX affects a person 's ___	xIntent	 to be influential         
